sub,run,bdc-bdcp,bdc-bdrp,bdc-bmtl_dennis,bdc-mni_zfclus1_lifg,bdc-mni_zfclus1_lins,bdc-mni_zfclus2,bdc-mni_zfclus3,bdc-mni_zfclus4_brainstem_aan_dr,bdc-mni_zfclus4_brainstem_aan_ppn,bdc-mni_zfclus4_brainstem,bdc-mni_zfclus4_parahipp,bdc-mni_zfclus5,bdc-mni_zfclus6,bdcp-bdrp,bdcp-bmtl_dennis,bdcp-mni_zfclus1_lifg,bdcp-mni_zfclus1_lins,bdcp-mni_zfclus2,bdcp-mni_zfclus3,bdcp-mni_zfclus4_brainstem_aan_dr,bdcp-mni_zfclus4_brainstem_aan_ppn,bdcp-mni_zfclus4_brainstem,bdcp-mni_zfclus4_parahipp,bdcp-mni_zfclus5,bdcp-mni_zfclus6,bdrp-bmtl_dennis,bdrp-mni_zfclus1_lifg,bdrp-mni_zfclus1_lins,bdrp-mni_zfclus2,bdrp-mni_zfclus3,bdrp-mni_zfclus4_brainstem_aan_dr,bdrp-mni_zfclus4_brainstem_aan_ppn,bdrp-mni_zfclus4_brainstem,bdrp-mni_zfclus4_parahipp,bdrp-mni_zfclus5,bdrp-mni_zfclus6,bmtl_dennis-mni_zfclus1_lifg,bmtl_dennis-mni_zfclus1_lins,bmtl_dennis-mni_zfclus2,bmtl_dennis-mni_zfclus3,bmtl_dennis-mni_zfclus4_brainstem_aan_dr,bmtl_dennis-mni_zfclus4_brainstem_aan_ppn,bmtl_dennis-mni_zfclus4_brainstem,bmtl_dennis-mni_zfclus4_parahipp,bmtl_dennis-mni_zfclus5,bmtl_dennis-mni_zfclus6,mni_zfclus1_lifg-mni_zfclus1_lins,mni_zfclus1_lifg-mni_zfclus2,mni_zfclus1_lifg-mni_zfclus3,mni_zfclus1_lifg-mni_zfclus4_brainstem_aan_dr,mni_zfclus1_lifg-mni_zfclus4_brainstem_aan_ppn,mni_zfclus1_lifg-mni_zfclus4_brainstem,mni_zfclus1_lifg-mni_zfclus4_parahipp,mni_zfclus1_lifg-mni_zfclus5,mni_zfclus1_lifg-mni_zfclus6,mni_zfclus1_lins-mni_zfclus2,mni_zfclus1_lins-mni_zfclus3,mni_zfclus1_lins-mni_zfclus4_brainstem_aan_dr,mni_zfclus1_lins-mni_zfclus4_brainstem_aan_ppn,mni_zfclus1_lins-mni_zfclus4_brainstem,mni_zfclus1_lins-mni_zfclus4_parahipp,mni_zfclus1_lins-mni_zfclus5,mni_zfclus1_lins-mni_zfclus6,mni_zfclus2-mni_zfclus3,mni_zfclus2-mni_zfclus4_brainstem_aan_dr,mni_zfclus2-mni_zfclus4_brainstem_aan_ppn,mni_zfclus2-mni_zfclus4_brainstem,mni_zfclus2-mni_zfclus4_parahipp,mni_zfclus2-mni_zfclus5,mni_zfclus2-mni_zfclus6,mni_zfclus3-mni_zfclus4_brainstem_aan_dr,mni_zfclus3-mni_zfclus4_brainstem_aan_ppn,mni_zfclus3-mni_zfclus4_brainstem,mni_zfclus3-mni_zfclus4_parahipp,mni_zfclus3-mni_zfclus5,mni_zfclus3-mni_zfclus6,mni_zfclus4_brainstem_aan_dr-mni_zfclus4_brainstem_aan_ppn,mni_zfclus4_brainstem_aan_dr-mni_zfclus4_brainstem,mni_zfclus4_brainstem_aan_dr-mni_zfclus4_parahipp,mni_zfclus4_brainstem_aan_dr-mni_zfclus5,mni_zfclus4_brainstem_aan_dr-mni_zfclus6,mni_zfclus4_brainstem_aan_ppn-mni_zfclus4_brainstem,mni_zfclus4_brainstem_aan_ppn-mni_zfclus4_parahipp,mni_zfclus4_brainstem_aan_ppn-mni_zfclus5,mni_zfclus4_brainstem_aan_ppn-mni_zfclus6,mni_zfclus4_brainstem-mni_zfclus4_parahipp,mni_zfclus4_brainstem-mni_zfclus5,mni_zfclus4_brainstem-mni_zfclus6,mni_zfclus4_parahipp-mni_zfclus5,mni_zfclus4_parahipp-mni_zfclus6,mni_zfclus5-mni_zfclus6
106,6,-0.37841,0.081766,-0.10509,0.22901,-0.27363,-0.24193,-0.21684,0.17974,0.15265,0.20211,-0.092971,-0.26826,-0.14768,0.5898,-0.12361,-0.027949,0.29851,0.24293,0.063695,-0.091229,-0.044942,-0.15339,0.036293,0.099465,0.083149,-0.26077,0.19853,0.0375,0.0349,-0.2211,0.16656,0.040838,0.11779,0.015205,-0.26469,-0.19265,0.042422,0.085794,0.36306,0.5147,0.11738,-0.092684,-0.063548,0.58298,0.33379,0.090992,-0.18875,0.12712,0.02497,0.11912,0.16619,0.15068,-0.0090346,-0.044149,0.1338,0.091702,0.092334,-0.071613,-0.11939,-0.099012,0.28246,0.048527,-0.076108,1.0527,0.011372,-0.11076,-0.028329,0.009409,0.69188,0.36828,-0.058555,-0.1343,-0.13157,0.066534,0.94102,0.57475,0.29269,0.86201,0.19807,-0.15418,-0.38601,0.86842,0.015473,0.039461,-0.016079,0.19761,-0.081719,-0.26567,-0.054355,-0.16714,0.99571
108,0,0.29146,0.62617,0.085832,0.058491,-0.021486,-0.089614,-0.20195,0.25163,0.2697,0.2629,0.12289,-0.25118,-0.092773,0.98659,-0.10881,-0.10735,0.28757,0.11524,-0.10395,0.16198,0.28936,0.18373,-0.28959,-0.14482,-0.10716,-0.10163,-0.092495,-0.029396,0.010539,-0.1098,0.22895,0.22526,0.20291,-0.11723,-0.26888,-0.10573,0.30946,-0.10105,0.075737,-0.028707,0.36571,0.38948,0.4192,0.80732,-0.24118,-0.27826,0.28361,0.24729,0.27371,-0.13051,-0.031634,-0.077663,0.27033,0.040841,-0.035463,0.18814,-0.061754,0.00306,0.10144,0.09475,-0.11464,0.12604,0.027915,0.5048,-0.34589,-0.35532,-0.3427,-0.10541,0.55213,0.38167,-0.28723,-0.31965,-0.35474,-0.13626,0.56606,0.37252,1.0403,1.4646,0.42499,-0.25046,-0.29054,1.365,0.24967,-0.36299,-0.38873,0.39087,-0.37673,-0.48454,-0.13371,-0.15654,0.77977
108,1,0.097809,0.42157,0.045444,0.12814,0.24249,-0.21986,-0.14281,0.37265,-0.030531,0.19081,-0.13948,-0.096804,-0.051719,0.90404,0.39207,0.30068,0.2613,0.037101,0.34477,0.19832,0.0032199,0.39485,0.27205,0.27729,0.17377,0.2585,0.37733,0.29799,0.051925,0.26952,0.25222,-0.091308,0.28771,-0.026851,0.22322,0.17186,0.10223,-0.049654,-0.047578,0.29337,0.27388,0.253,0.35997,0.67042,0.37967,0.33136,0.28053,-0.083941,-0.03543,-0.049318,-0.25592,8.76E-05,-0.12807,0.013782,0.0031773,-0.1184,-0.030497,-0.12117,-0.29578,-0.2036,-0.34803,-0.0034955,-0.12137,0.59111,-0.030456,0.34788,0.12416,0.048375,0.37349,0.46494,0.12299,0.17816,0.27689,0.17154,0.5697,0.65075,0.25735,0.77254,0.19552,-0.073577,-0.13861,0.67334,0.25912,0.32649,0.45263,0.30618,0.12765,0.15188,0.31487,0.23525,1.0702
108,2,0.045047,0.21947,-0.1228,0.094083,-0.28304,0.051268,-0.071157,0.31767,0.23276,0.19297,-0.20984,0.029257,0.020445,0.74449,-0.10129,-0.17421,0.026429,0.10399,0.31639,0.023312,0.096349,0.069119,-0.036412,0.0837,0.14379,0.085139,0.07867,-0.26676,0.23774,0.35824,-0.09014,0.25734,0.083445,0.034314,0.27771,0.42347,0.20822,-0.11041,0.16995,0.030978,-0.10574,-0.13289,-0.1544,0.45947,0.28301,0.28483,0.16508,0.34565,-0.189,0.012925,-0.30063,-0.20679,-0.03999,-0.26322,-0.17542,0.058342,-0.31492,0.39716,-0.147,0.26805,-0.044402,-0.43181,-0.53886,0.52665,0.033177,-0.074894,-0.09115,0.46109,0.42552,0.403,-0.22316,-0.0064013,-0.21713,0.2437,0.72475,0.61348,0.43498,0.9185,-0.027956,-0.21837,-0.27979,1.0249,0.12096,0.24915,0.2548,0.03978,-0.024231,-0.044096,0.50341,0.45598,1.1876
108,4,0.022634,0.2494,-0.17428,-0.1292,0.025681,-0.1796,-0.090508,-0.12714,-0.23191,-0.15858,-0.22393,-0.11311,-0.10434,0.98908,0.040412,0.068952,-0.16377,0.002746,-0.084702,-0.024018,-0.26496,-0.12971,-0.33782,-0.003652,-0.076097,0.1478,0.10597,-0.2352,0.14848,-0.12546,-0.057691,-0.26363,-0.19448,-0.10544,0.10566,-0.030503,0.35157,-0.16067,0.61205,0.12139,-0.0023807,0.21478,0.078914,0.26135,0.46742,0.36746,0.61868,0.57847,-0.22883,0.41243,0.33748,0.53088,0.033841,0.28401,0.17058,0.16993,-0.12757,0.26569,0.42919,0.52141,-0.006706,0.1379,0.1404,0.40403,0.30945,0.37306,0.39228,-0.0058037,0.78261,0.68474,-0.052523,0.0074311,-0.046641,0.039103,0.33579,0.45943,0.81809,1.1911,0.12324,-0.088105,-0.094106,1.3826,0.34299,0.16024,0.15859,0.28965,0.11362,0.07642,0.1122,-0.013101,1.1292
108,5,0.017542,0.0035469,-0.2597,-0.27822,0.195,0.11499,0.20783,-0.11844,0.033911,0.086446,-0.19975,-0.068724,-0.064355,0.86178,-0.34951,-0.11066,-0.06273,-0.076896,0.12242,-0.02071,-0.12517,-0.033982,-0.47279,0.076288,-0.055511,-0.14748,-0.32529,-0.18643,-0.079528,0.15235,-0.095849,-0.19745,-0.11988,-0.4625,0.264,0.035286,0.098436,-0.033897,-0.030076,-0.2684,0.15437,-0.030848,0.035558,0.22128,0.14488,0.021629,0.0091044,0.040338,-0.32441,0.46783,0.48717,0.48658,0.13162,0.06793,0.0092768,0.1596,-0.34579,0.023511,0.13194,0.14485,0.1059,-0.53256,-0.056882,0.5477,-0.21152,-0.19657,-0.20727,-0.21318,0.40043,0.2781,-0.59028,-0.54395,-0.44301,-0.31691,0.49782,0.35717,1.2106,1.3492,0.39409,-0.046468,-0.0029938,1.4662,0.47545,-0.12047,-0.17658,0.39685,-0.038496,0.046377,-0.18584,0.091681,0.6116
108,6,-0.2397,0.38613,0.11691,0.36483,-0.062028,0.00018805,-0.01628,0.23369,0.11164,0.16993,0.12867,0.12363,0.14136,0.6091,-0.050707,0.19274,0.14713,0.086912,-0.14726,0.1292,0.17571,0.097637,0.035865,0.0057001,0.043084,-0.18422,0.34109,0.077724,0.11818,0.041088,0.21495,0.2126,0.19049,0.10805,0.097101,0.21326,0.072261,-0.33701,-0.025516,-0.1442,0.32918,0.21136,0.39808,0.95931,-0.061057,-0.061183,0.039585,-0.022272,-0.064443,-0.12427,-0.15996,-0.15079,0.22727,0.012957,0.16198,0.55322,0.20812,-0.16875,-0.038994,-0.17792,-0.35391,0.20403,0.2002,0.54693,0.10641,0.31615,0.07892,-0.053699,0.55642,0.34668,-0.11817,0.045369,-0.1632,-0.11563,0.54381,0.52721,1.0196,1.1513,0.44873,-0.070034,-0.18836,1.266,0.39356,0.21954,0.061445,0.57486,0.016792,-0.00035565,0.084088,0.077901,1.1232
112,0,0.09053,0.48429,-0.15865,0.41569,0.50714,0.12321,-0.14844,-0.29914,-0.29474,-0.40902,-0.49056,-0.11424,0.076206,0.77334,-0.042314,-0.13309,-0.039245,0.088556,-0.17498,-0.014628,0.13017,0.013143,-0.11469,-0.061524,-0.02042,-0.076567,0.12606,0.33628,0.068673,-0.24387,-0.29329,-0.23358,-0.37305,-0.29413,-0.18971,0.023636,0.16198,0.12242,-0.19878,-0.0065074,0.20749,0.23794,0.36365,0.22092,-0.089485,0.0066226,0.40824,0.062603,-0.20818,-0.14643,-0.22226,-0.13166,-0.09718,-0.31648,-0.051518,-0.016307,0.014538,-0.31296,-0.39387,-0.3869,-0.10738,-0.27554,-0.12872,0.20262,0.039496,0.025313,-0.12825,-0.029347,0.11958,0.10522,0.1059,0.097045,0.038044,-0.019554,0.30704,0.11314,0.57471,1.3114,0.49223,-0.044902,-0.17819,0.93241,0.34318,-0.18036,-0.19156,0.59732,-0.077533,-0.1077,-0.069678,-0.07013,0.79249
112,1,0.05135,0.23337,0.033457,0.41425,0.080834,-0.10149,-0.06243,-0.11616,-0.00069434,-0.090642,-0.05394,0.30681,0.75603,0.7291,-0.14302,0.14805,-0.0080658,0.067318,0.11564,-0.079881,0.28439,-0.021229,0.0041702,0.52744,0.16697,-0.030113,0.28587,0.0056691,0.17709,0.096005,0.050207,0.30772,0.052774,0.23749,0.33996,0.2147,0.022121,0.065888,-0.20025,-0.27807,0.42292,0.050776,0.4858,0.30888,0.026846,-0.016249,0.088382,-0.12368,0.022133,-0.0043639,0.17163,0.078831,0.21864,0.010855,0.32453,-0.1595,-0.15062,-0.12138,-0.044081,-0.13733,-0.016599,0.19099,-0.03992,0.52777,-0.14667,-0.03854,-0.055815,0.16658,0.035115,0.030101,-0.15014,0.079052,-0.13958,-0.032612,-0.15622,-0.043624,0.78812,1.3742,0.36321,-0.16913,-0.00943,0.96765,0.45266,-0.1018,-0.063285,0.6467,-0.12411,-0.033113,-0.078872,-0.063254,0.45752
112,2,0.56602,0.84717,-0.10349,0.30255,0.12578,0.06226,-0.067395,0.04696,-0.015636,0.052517,-0.27875,-0.03194,0.23448,0.93543,0.082685,0.23717,0.22806,0.11159,-0.023228,0.012532,0.20402,0.20473,-0.23346,-0.026264,0.097089,-0.10534,0.29346,0.067455,0.030375,-0.14312,-0.15091,0.11869,0.047507,-0.41269,-0.089063,0.25732,0.080375,0.029031,0.26411,0.25293,0.11944,-0.10426,0.11002,0.36658,-0.10032,-0.10777,0.31716,0.26147,-0.024014,-0.017961,-0.082063,0.025107,0.08516,-0.18506,-0.020662,0.32016,0.21574,-0.013484,-0.050205,0.14257,0.32784,0.36737,0.1871,0.63722,-0.10366,-0.19331,-0.0084836,0.0628,0.30399,0.15063,-0.12849,-0.19321,-0.11096,0.011621,0.45312,0.23397,0.84032,1.3318,0.53319,-0.13359,-0.15064,1.246,0.13174,-0.25502,-0.11682,0.49065,-0.080251,-0.0096132,0.14656,-0.0036544,0.72187
112,4,0.29666,0.74165,-0.28639,-0.20513,-0.060516,-0.042799,-0.048571,-0.14989,-0.16231,-0.12805,-0.16502,0.06035,0.27688,0.86321,0.022633,-0.25496,0.0042414,-0.11528,-0.26429,0.094309,-0.091037,0.086458,0.22724,-0.041311,0.0081832,-0.11798,-0.22425,0.095222,0.007777,-0.053976,-0.0044677,-0.1946,-0.010219,0.010914,0.10485,0.41372,0.12984,-0.0056048,0.35942,0.056451,0.27753,0.15397,0.22464,0.46131,-0.022387,-0.16227,0.27969,0.27924,0.16062,-0.092267,0.10002,0.079853,-0.042698,-0.080846,0.10304,0.14951,-0.038284,-0.24073,-0.07661,-0.075511,-0.16502,0.20782,0.22036,0.57701,-0.11756,-0.07875,-0.091447,0.0109,0.36778,0.25977,-0.44224,-0.35522,-0.44543,-0.16209,0.64097,0.46529,0.95472,1.5094,0.68741,-0.34838,-0.33221,1.355,0.55003,-0.29431,-0.25108,0.73264,-0.31313,-0.28604,-0.091895,-0.28716,0.89341
112,5,-0.078344,0.46229,0.24929,-0.39321,0.20415,-0.3454,-0.17049,0.11247,0.32699,0.22311,0.13439,-0.11783,0.061276,0.64453,-0.29173,-0.32513,0.093251,0.31651,0.088843,0.35731,0.15378,0.15971,0.18804,0.34349,0.53777,-0.11679,-0.31897,0.14015,-0.12865,-0.21049,0.20717,0.24532,0.16918,-0.041272,-0.0051573,0.13944,0.21024,0.34959,0.01776,0.15118,-0.091348,-0.2576,-0.089832,0.15118,-0.22521,-0.006944,-0.32164,0.014192,0.1316,-0.44632,-0.30337,-0.33604,-0.18912,-0.37341,-0.22559,-0.023459,0.069305,0.30514,-0.018384,0.10621,0.09023,0.089489,0.20193,0.21833,0.27308,0.038275,0.19252,0.38776,0.11511,-0.11882,-0.031317,-0.19254,-0.084072,0.40881,0.01365,0.070999,0.76867,1.2152,0.62269,0.10824,0.029336,1.1389,0.47422,0.047253,-0.10667,0.65638,0.1269,-0.095017,0.1062,-0.014041,0.48805
112,6,0.28461,0.44798,0.30914,-0.19509,0.19796,-0.062251,0.087709,-0.22305,-0.29426,-0.22154,-0.027445,0.078093,-0.033061,0.71342,-0.073807,-0.08496,0.19542,-0.048452,0.11849,0.20538,0.25508,0.2485,0.19396,0.041764,-0.24027,0.082049,-0.16573,0.26903,-0.25096,0.090823,0.064293,0.049702,0.065541,0.2737,0.028903,-0.070272,0.27878,0.20675,0.12966,0.02669,0.26557,0.092325,0.25305,0.27689,0.10388,0.10272,0.33023,-0.03291,-0.26829,-0.012978,-0.15584,-0.038506,0.057976,-0.11563,-0.15341,0.073945,0.084785,0.032495,-0.10847,0.0054763,0.38277,0.22237,0.082713,0.53799,0.10126,0.10678,0.12948,-0.074433,0.53433,0.4867,-0.099799,-0.044739,-0.068815,-0.11405,0.82484,0.76127,1.3327,1.7674,0.49583,0.12651,-0.070254,1.6211,0.33714,0.093422,-0.10248,0.54099,0.13173,-0.08108,0.1723,0.088319,0.9403
113,0,0.20897,0.61851,-0.049543,-0.16106,-0.18032,0.40745,0.42636,0.39858,0.45157,0.36713,-0.1014,0.036046,-0.043967,0.78689,-0.17196,-0.20144,-0.34169,0.17818,0.0097889,0.02663,-0.0058099,0.01522,-0.035436,0.14022,-0.080344,-0.11248,-0.18313,-0.40009,0.38545,0.29922,0.18469,0.10337,0.077089,-0.060035,0.22641,0.055345,-0.069361,-0.0038826,-0.03129,0.053271,0.22495,0.11414,0.31056,0.19438,-0.27105,-0.024516,0.57704,-0.29178,-0.045075,-0.14857,-0.16602,-0.2231,0.048426,0.2725,0.34388,-0.1042,0.16815,-0.06021,0.037865,-0.053211,-0.02817,0.10162,0.21121,0.80104,0.091648,0.21627,0.1158,-0.32312,0.20619,-0.14464,0.094696,0.17033,0.061665,-0.071769,0.19878,0.039898,0.48726,1.0711,0.060917,-0.24454,-0.086743,0.94208,0.0258,-0.40599,-0.38923,0.18312,-0.32171,-0.21688,-0.18227,-0.17621,1.0423
113,1,-0.079661,0.45003,-0.13279,0.25578,0.060042,0.15741,0.17597,-0.18206,-0.16892,-0.26322,-0.21487,0.048931,-0.26265,0.73063,-0.30611,0.21249,0.19911,0.15826,-0.12983,0.0090326,0.16493,0.07749,-0.0026261,-0.085515,-0.22997,-0.23981,0.49746,0.12747,0.35689,0.24475,-0.12633,0.10904,-0.055503,-0.1102,-0.012276,-0.37222,-0.016918,-0.2951,-0.22805,-0.010605,0.59141,0.48869,0.63043,0.42414,-0.05327,0.27143,0.47999,0.45721,0.47182,0.14856,0.02324,0.023983,0.11171,0.18358,0.010372,0.26476,0.23302,0.010689,-0.13301,-0.17648,0.16013,0.33165,-0.12952,0.80614,-0.27189,-0.1095,-0.22634,0.12637,0.55776,0.044103,-0.06493,0.095839,-0.013826,0.2136,0.31172,0.087703,0.9005,1.3707,0.74387,-0.28446,0.089092,1.3334,0.51353,-0.29893,0.031357,0.72464,-0.32398,0.054304,-5.35E-05,0.12825,0.56007
113,2,0.0091184,0.23245,-0.11481,-0.24318,-0.096574,-0.09424,0.2978,0.12976,0.11632,0.23376,0.20086,-0.072522,0.10463,0.95981,0.1467,-0.22272,0.02878,0.27249,0.11924,-0.015195,-0.30173,-0.14907,-0.01636,0.3415,0.2758,0.22443,-0.35649,0.18106,0.16109,0.19023,-0.037152,-0.24683,-0.079273,0.066374,0.28716,0.17575,0.18561,0.22055,-0.17718,-0.16094,0.052394,0.037529,0.098086,0.13025,-0.091902,-0.10926,0.26519,-0.26661,-0.30911,0.090573,0.14215,0.13022,0.10765,-0.51788,-0.40954,0.069779,0.277,-0.12402,0.035955,-0.10464,-0.18762,-0.0022067,-0.053923,0.8017,-0.12753,0.058107,-0.021968,-0.15553,0.95176,0.7608,-0.3042,-0.00054149,-0.1562,-0.23258,0.56899,0.58063,0.53336,1.0713,0.74112,-0.19471,-0.29176,1.1615,0.29668,0.11747,0.065275,0.56248,-0.068713,-0.12331,-0.18199,-0.26224,1.0423
113,4,0.41669,0.28784,-0.12013,-0.014874,-0.0080707,0.3584,0.16302,-0.20139,-0.069179,-0.12686,-0.11003,0.26206,0.14529,0.93748,-0.093796,0.22357,0.19332,0.078444,0.027031,-0.19567,-0.20449,-0.048244,-0.27623,0.11799,0.094354,-0.1563,0.18887,0.1539,-0.097377,0.078406,-0.098965,-0.055437,0.0044071,-0.1639,0.022108,-0.014276,-0.010501,-0.10596,0.07339,-0.059158,-0.094955,-0.14569,-0.073071,0.47022,0.131,0.29525,0.47078,-0.17019,-0.080791,-0.102,-0.1762,-0.18013,0.013577,-0.088714,-0.081674,-0.033727,-0.043842,0.20757,0.16652,0.12599,0.017134,0.099078,-0.24271,0.82526,-0.076348,-0.12449,-0.1693,-0.12873,0.77581,0.59276,-0.013543,-0.15095,-0.25504,-0.2542,0.32409,0.46977,0.99519,1.3167,0.31201,-0.0031318,-0.060631,1.3057,0.30287,-0.016293,-0.11349,0.25228,-0.032357,-0.091036,0.035086,-0.077079,0.58846
113,5,-0.090699,0.44524,-0.1283,0.0070124,0.23087,-0.28607,-0.26933,0.24013,0.3599,0.24093,0.045962,-0.24012,-0.27432,0.43976,-0.11623,0.20717,0.063099,0.19722,-0.095004,-0.087839,-0.030728,-0.15741,0.039295,0.12459,-0.10074,0.14647,0.094549,0.16521,-0.15295,-0.20606,0.19407,0.49889,0.32191,0.22309,0.10862,0.0015921,-0.067794,0.077228,-0.080525,-0.015174,0.052518,-0.16925,0.013703,-0.10264,-0.12554,0.019919,0.7129,-0.43543,-0.34933,0.095457,-0.014924,0.0894,-0.13647,-0.12066,-0.18683,-0.50297,-0.45917,0.081925,-0.11885,-0.018941,-0.29872,-0.30298,-0.48209,0.9118,-0.16825,0.0019598,-0.1225,0.088509,0.84648,0.62078,-0.43123,-0.0085025,-0.1793,0.0027661,0.51342,0.4264,0.46049,1.1526,0.60456,0.13211,0.14641,0.98165,0.62678,0.24589,0.28246,0.7173,0.25963,0.31038,0.34782,0.40504,1.0176
113,6,0.16688,0.51892,0.11548,0.24251,0.047245,-0.03673,0.078842,0.25845,-0.0026576,0.21192,-0.17543,0.025973,-0.21815,0.88188,-0.089962,0.040893,-0.012904,0.10035,0.3535,0.26338,0.069428,0.16148,-0.091925,0.12364,0.084681,-0.01085,0.050258,0.17783,0.027563,0.12878,0.31506,0.24885,0.27143,-0.05278,0.024888,-0.19552,0.36095,0.2381,-0.47588,-0.25585,-0.0004405,-0.28214,0.035854,0.048791,-0.59405,-0.25738,0.32976,-0.061211,0.13957,0.20536,0.14168,0.36121,-0.10878,-0.13738,-0.14372,0.11076,0.037157,-0.14887,0.02091,-0.11038,-0.060457,-0.11261,-0.099435,0.73068,0.23295,0.031816,0.11228,0.035318,1.0669,0.84596,0.12455,-0.062918,0.042957,-0.14636,0.68571,0.65391,0.29275,1.1012,0.15294,0.2703,0.14319,0.75705,0.057148,0.17414,-0.17571,0.19477,0.20585,0.0065044,0.24537,0.2291,0.87043
115,0,0.41145,0.56961,-0.46263,0.23472,0.18074,0.025644,-0.2398,0.024348,0.1675,0.091977,-0.14642,-0.1915,-0.44738,1.0919,-0.2063,0.02504,-0.016664,0.16532,0.0046018,-0.3016,-0.16991,-0.34375,-0.16442,0.11109,-0.2022,-0.25425,0.0035195,0.039942,0.1467,-0.021132,-0.029156,0.083202,0.011521,0.039989,-0.065975,-0.27888,-0.16431,0.054455,-0.083945,0.15687,0.10242,-0.12529,-0.0083251,0.50828,0.1561,0.39078,0.89229,-0.13608,-0.16661,-0.18633,-0.13868,-0.27228,-0.057287,-0.11497,-0.17076,-0.27877,-0.17785,-0.09645,-0.035995,-0.11382,0.21839,-0.18075,-0.12066,0.88858,0.18763,0.137,-0.025382,-0.19383,0.6967,0.41771,0.1738,0.10218,0.054384,-0.065894,0.86047,0.64434,0.84271,1.0724,0.24795,-0.0064308,0.1222,1.2884,0.36785,-0.10549,-0.037165,0.42387,-0.16802,-0.053775,-0.21643,0.086986,0.8912
115,1,0.097872,0.33485,-0.0028714,-0.072397,0.4538,-0.43199,-0.20364,-0.0050884,0.058778,0.060779,-0.11722,-0.10125,-0.018233,0.89251,0.16782,0.22138,0.2136,0.17408,0.19644,-0.18024,-0.19055,-0.11042,-0.067247,-0.027077,-0.010751,0.086742,0.57282,0.30953,0.025006,0.11787,-0.032538,0.044476,0.11604,-0.028051,0.10798,0.10042,0.03104,0.056045,0.086784,0.20727,0.18885,0.0092081,0.12696,0.43512,0.44091,0.34103,0.16692,-0.009645,-0.068821,-0.04532,-0.017714,0.075448,0.01409,0.12668,-0.04218,-0.010786,-0.1574,0.10036,0.067275,0.020466,-0.087316,-0.17984,-0.20639,0.47959,0.32958,0.34641,0.41888,3.44E-05,0.14166,0.19415,0.059901,0.15203,0.14951,-0.018562,0.39929,0.37716,0.39817,0.83417,0.18062,0.034975,0.15869,0.96599,0.23607,0.38679,0.49843,0.45486,0.28627,0.43586,0.36012,0.17823,1.1219
115,2,-0.0049692,0.23395,0.24808,0.012151,-0.032582,0.16531,0.12263,0.1502,0.28946,0.23893,0.17517,0.081813,0.071718,1.211,0.06229,-0.25573,-0.060969,-0.046359,0.13808,0.079642,0.22344,0.036014,0.0042636,0.0063856,0.12728,0.20641,-0.20925,0.038639,0.051452,0.35418,0.25973,0.42367,0.28373,0.020819,0.060055,0.1884,-0.26113,-0.2201,-0.083406,-0.097521,0.26578,0.21164,0.27186,0.33919,-0.14882,-0.097521,0.25375,-0.079637,-0.014464,-0.2428,-0.017078,-0.10622,-0.023229,0.43481,0.44654,0.013961,-0.055192,0.28295,0.27646,0.47263,-0.16362,0.099146,-0.044549,0.99846,0.25543,0.22924,0.26829,-0.23508,0.71051,0.25647,0.058962,0.16708,0.13253,-0.2455,0.6885,0.37933,0.84389,1.171,0.070355,-0.067025,-0.17108,1.1295,0.26645,0.13358,-0.023839,0.23985,0.13212,-0.085061,-0.24531,-0.1421,0.79693
115,4,0.69771,1.0597,0.12337,0.40158,0.40703,-0.103,-0.1194,0.14616,0.20753,0.46875,-0.10704,0.19206,0.27724,1.4371,0.040608,0.62394,0.39848,-0.079043,-0.079542,-0.055425,0.24009,0.34951,-0.24471,0.34487,0.12301,0.055173,0.50315,0.47646,-0.049652,-0.029862,0.021509,0.25014,0.4937,-0.22807,0.35962,0.21992,-0.0036405,0.030601,0.26684,0.15531,0.024026,-0.017236,0.13527,0.13477,0.13737,-0.19396,0.48293,-0.46564,-0.38231,-0.050338,0.17114,0.13871,-0.016919,0.034926,0.1086,-0.058046,0.17879,-0.3135,-0.2011,-0.05866,-0.25002,0.47285,0.47011,1.0566,-0.11898,-0.18353,-0.020769,-0.13512,0.59912,0.21473,-0.11249,-0.20153,0.0028573,-0.29896,0.63728,0.30368,0.54034,0.87213,0.30002,-0.33129,-0.12816,0.88966,0.21947,-0.36668,-0.24647,0.33779,-0.12979,-0.035169,-0.4247,-0.2787,0.69678
115,5,0.14135,0.40916,0.074526,0.0074685,0.098285,-0.0085888,0.0025056,0.15838,0.028813,0.14921,-0.29226,-0.16657,-0.20055,1.183,-0.15133,0.25644,0.046915,-0.12768,-0.1004,-0.089955,-0.0097771,-0.017199,-0.068301,0.010168,-0.035697,-0.083587,0.11836,0.073852,-0.10905,0.020211,0.096821,0.030442,0.16337,0.05302,0.034821,-0.071736,-0.28602,-0.15053,-0.07162,0.059814,0.0010716,0.22956,0.21191,0.15922,-0.40746,-0.45666,0.59834,0.031239,-0.086186,0.039691,-0.013866,-0.038677,-0.080852,0.067685,-0.036032,-0.11627,0.14999,0.16436,0.096026,0.12254,0.12618,0.25261,0.041886,0.49505,-0.12344,0.11185,0.098517,0.398,0.21529,0.11874,0.0096345,-0.0068234,0.055766,0.29582,0.42794,0.07116,0.54136,0.89605,0.18267,0.032356,-0.13228,1.2084,0.33026,-0.044527,-0.25965,0.42374,-0.028322,-0.26946,0.16521,0.16158,0.64013
